Patrol ID,Type,Patrol Start Date,Patrol End Date,Station,Team,Objective,Mandate,Armed,Patrol Leg ID,Leader,Patrol Transport Type,Waypoint ID,Waypoint Date,Waypoint Time,X,Y,Last Modified,Last Modified By,Observation Category 0,Observation Category 1,Jenis satwa,Keterangan,Tipe temuan,Usia temuan
PJ_Oktober_2023_FFI_000006,Ground,26-Oct-23,26-Oct-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,3,26-Oct-23,9:37:59 AM,110.0508467,-1.125518333,10/30/2023 20:34,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Baru (dalam 1 minggu)
PJ_Oktober_2023_FFI_000006,Ground,26-Oct-23,26-Oct-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,4,26-Oct-23,9:42:53 AM,110.0516733,-1.12545,10/30/2023 20:34,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
PJ_Januari_2023_000006_FFI,Ground,24-Jan-23,24-Jan-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,3,24-Jan-23,9:01:37 AM,110.0512967,-1.124718333,5/21/2023 13:27,smart smart,Satwa Liar,Tanda Satwa,Beruang Madu - Helarctos malayanus,,Cakaran,Lama (2 - 4 minggu)
RP_Mei_2023_000003,Ground,24-May-23,24-May-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,12,24-May-23,12:06:40 PM,110.0588167,-1.152676667,11/6/2023 14:46,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
RP_Mei_2023_000003,Ground,24-May-23,24-May-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,3,24-May-23,10:50:35 AM,110.05599,-1.154911667,11/6/2023 14:46,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
RP_Juli_2023_000002,Ground,25-Jul-23,25-Jul-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,8,25-Jul-23,11:35:03 AM,110.0622867,-1.157666667,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Baru (dalam 1 minggu)
PJ_Februari_2023_FFI_000006,Ground,25-Feb-23,25-Feb-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,18,25-Feb-23,10:37:01 AM,110.0629883,-1.123723333,3/2/2023 9:12,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
PJ_Februari_2023_FFI_000006,Ground,25-Feb-23,25-Feb-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,23,25-Feb-23,11:09:45 AM,110.0635783,-1.124031667,3/2/2023 9:12,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
PJ_Mei_2023_000003,Ground,15-May-23,15-May-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,8,15-May-23,8:47:35 AM,110.0498317,-1.1269,5/28/2023 10:09,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
PJ_Mei_2023_000003,Ground,15-May-23,15-May-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,16,15-May-23,9:44:49 AM,110.05007,-1.131068333,5/28/2023 10:09,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
PJ_Mei_2023_000003,Ground,15-May-23,15-May-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,9,15-May-23,8:56:14 AM,110.0508383,-1.128491667,5/28/2023 10:09,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
PJ_Januari_2023_000001,Ground,7-Jan-23,7-Jan-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,16,7-Jan-23,9:41:27 AM,110.0369867,-1.133538333,5/21/2023 13:27,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
PJ_Januari_2023_000001,Ground,7-Jan-23,7-Jan-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,8,7-Jan-23,8:46:54 AM,110.0381167,-1.13303,5/21/2023 13:27,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
PJ_Januari_2023_000001,Ground,7-Jan-23,7-Jan-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,10,7-Jan-23,8:59:10 AM,110.0379683,-1.133066667,5/21/2023 13:27,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
PJ_Januari_2023_000001,Ground,7-Jan-23,7-Jan-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,11,7-Jan-23,9:03:40 AM,110.0378367,-1.133431667,5/21/2023 13:27,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
RP_Juni_2023_000003,Ground,22-Jun-23,22-Jun-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,3,22-Jun-23,9:28:15 AM,110.061795,-1.158686667,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Bekas makan,Baru (dalam 1 minggu)
RP_Juni_2023_000003,Ground,22-Jun-23,22-Jun-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,18,22-Jun-23,10:59:36 AM,110.064745,-1.15759,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
RP_Juni_2023_000003,Ground,22-Jun-23,22-Jun-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,19,22-Jun-23,11:01:24 AM,110.0646033,-1.157396667,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
RP_Juni_2023_000003,Ground,22-Jun-23,22-Jun-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,29,22-Jun-23,12:28:00 PM,110.062465,-1.15674,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Beruang Madu - Helarctos malayanus,,Bekas makan,Baru (dalam 1 minggu)
RP_Juni_2023_000003,Ground,22-Jun-23,22-Jun-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,12,22-Jun-23,10:01:39 AM,110.0645483,-1.158798333,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
RP_Juni_2023_000003,Ground,22-Jun-23,22-Jun-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,6,22-Jun-23,9:40:32 AM,110.06293,-1.158828333,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
RP_Juli_2023_000003,Ground,26-Jul-23,26-Jul-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,17,26-Jul-23,11:07:57 AM,110.060605,-1.1537,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
RP_Juli_2023_000003,Ground,26-Jul-23,26-Jul-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,16,26-Jul-23,11:03:50 AM,110.059515,-1.15414,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,
RP_Juli_2023_000003,Ground,26-Jul-23,26-Jul-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,9,26-Jul-23,9:40:18 AM,110.060315,-1.158303333,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
RP_Juli_2023_000003,Ground,26-Jul-23,26-Jul-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,18,26-Jul-23,12:02:08 PM,110.0603483,-1.150591667,11/6/2023 14:44,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
RP_Agustus_2023_000006,Ground,27-Aug-23,27-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,490,27-Aug-23,11:07:02 AM,110.048548,-1.138978014,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
RP_Agustus_2023_000006,Ground,27-Aug-23,27-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,481,27-Aug-23,9:08:29 AM,110.041391,-1.141183963,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Kubangan,Lama (2 - 4 minggu)
RP_Agustus_2023_000006,Ground,27-Aug-23,27-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,489,27-Aug-23,11:06:22 AM,110.048573,-1.139014978,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
RP_September_2023_000005,Ground,25-Sep-23,25-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli,No,1,Dedet Harpandi,Jalan Kaki,3,25-Sep-23,8:51:03 AM,110.0572017,-1.153275,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
RP_September_2023_000005,Ground,25-Sep-23,25-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli,No,1,Dedet Harpandi,Jalan Kaki,9,25-Sep-23,9:15:05 AM,110.0577333,-1.152701667,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Baru (dalam 1 minggu)
RP_September_2023_000005,Ground,25-Sep-23,25-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli,No,1,Dedet Harpandi,Jalan Kaki,15,25-Sep-23,10:37:27 AM,110.06022,-1.150763333,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
RP_September_2023_000005,Ground,25-Sep-23,25-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli,No,1,Dedet Harpandi,Jalan Kaki,25,25-Sep-23,11:16:17 AM,110.06173,-1.14924,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
RP_September_2023_000005,Ground,25-Sep-23,25-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli,No,1,Dedet Harpandi,Jalan Kaki,26,25-Sep-23,11:20:35 AM,110.0621683,-1.14925,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
RP_September_2023_000005,Ground,25-Sep-23,25-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli,No,1,Dedet Harpandi,Jalan Kaki,18,25-Sep-23,10:46:41 AM,110.0606583,-1.150131667,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
RP_September_2023_000005,Ground,25-Sep-23,25-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli,No,1,Dedet Harpandi,Jalan Kaki,17,25-Sep-23,10:43:39 AM,110.0605317,-1.150538333,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
RP_September_2023_000005,Ground,25-Sep-23,25-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli,No,1,Dedet Harpandi,Jalan Kaki,20,25-Sep-23,10:50:19 AM,110.0607917,-1.149825,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Diatas 1 tahun
PJ_April_2023_000004,Ground,15-Apr-23,15-Apr-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,10,15-Apr-23,7:56:21 AM,110.0480117,-1.128098333,5/9/2023 11:29,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
PJ_Februari_2023_FFI_000007,Ground,26-Feb-23,26-Feb-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,25,26-Feb-23,11:01:03 AM,110.0539167,-1.123025,3/2/2023 9:12,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
PJ_Oktober_2023_FFI_000007,Ground,25-Oct-23,25-Oct-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,16,25-Oct-23,9:51:22 AM,110.0557333,-1.132285,10/27/2023 7:00,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
PJ_Oktober_2023_FFI_000007,Ground,25-Oct-23,25-Oct-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,17,25-Oct-23,9:55:32 AM,110.0565717,-1.132675,10/27/2023 7:00,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
PJ_Juni_2023_FFI_000008,Ground,22-Jun-23,22-Jun-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,15,22-Jun-23,11:00:49 AM,110.0619667,-1.13226,6/28/2023 14:27,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
PJ_Juni_2023_FFI_000007,Ground,21-Jun-23,21-Jun-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,22,21-Jun-23,11:57:49 AM,110.0643467,-1.131525,6/28/2023 14:26,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
PJ_Juni_2023_FFI_000007,Ground,21-Jun-23,21-Jun-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,13,21-Jun-23,10:54:48 AM,110.0672933,-1.125018333,6/28/2023 14:26,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
PJ_Juni_2023_FFI_000005,Ground,19-Jun-23,19-Jun-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,3,19-Jun-23,7:57:42 AM,110.0469583,-1.125741667,6/28/2023 14:26,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Baru (dalam 1 minggu)
RP_Maret_2023_000004,Ground,28-Mar-23,28-Mar-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,4,28-Mar-23,11:32:45 AM,110.0407533,-1.140025,11/6/2023 14:45,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
RP_Maret_2023_000004,Ground,28-Mar-23,28-Mar-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,7,28-Mar-23,12:12:28 PM,110.0429483,-1.139693333,11/6/2023 14:45,smart smart,Satwa Liar,Tanda Satwa,Beruang Madu - Helarctos malayanus,,Cakaran,Sangat lama (>3bulan)
RP_Maret_2023_000004,Ground,28-Mar-23,28-Mar-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,5,28-Mar-23,11:38:19 AM,110.0409517,-1.13983,11/6/2023 14:45,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
RP_Februari_2023_000003,Ground,1-Mar-23,1-Mar-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Muhammad HR HR,Jalan Kaki,14,1-Mar-23,11:42:04 AM,110.0455017,-1.138108333,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
RP_Februari_2023_000003,Ground,1-Mar-23,1-Mar-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Muhammad HR HR,Jalan Kaki,7,1-Mar-23,10:13:53 AM,110.045645,-1.143125,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
RP_September_2023_000001,Ground,20-Sep-23,20-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Dedet Harpandi,Jalan Kaki,22,20-Sep-23,11:13:26 AM,110.0625333,-1.160268333,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
RP_September_2023_000001,Ground,20-Sep-23,20-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Dedet Harpandi,Jalan Kaki,21,20-Sep-23,11:10:33 AM,110.06238,-1.160231667,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
RP_September_2023_000001,Ground,20-Sep-23,20-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Dedet Harpandi,Jalan Kaki,28,20-Sep-23,11:50:57 AM,110.0627583,-1.157696667,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
RP_September_2023_000001,Ground,20-Sep-23,20-Sep-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Dedet Harpandi,Jalan Kaki,19,20-Sep-23,11:04:51 AM,110.0621417,-1.160386667,11/6/2023 14:43,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
RP_Agustus_2023_000001,Ground,22-Aug-23,22-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,23,22-Aug-23,1:35:54 PM,110.0527233,-1.142956667,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
RP_Agustus_2023_000001,Ground,22-Aug-23,22-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,13,22-Aug-23,11:31:05 AM,110.0480667,-1.142751667,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Diatas 1 tahun
RP_Agustus_2023_000001,Ground,22-Aug-23,22-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,16,22-Aug-23,12:14:40 PM,110.0488233,-1.142518333,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Sangat lama (>3bulan)
RP_Agustus_2023_000001,Ground,22-Aug-23,22-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,12,22-Aug-23,11:26:25 AM,110.0476483,-1.14299,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Diatas 1 tahun
RP_Agustus_2023_000001,Ground,22-Aug-23,22-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,30,22-Aug-23,2:57:56 PM,110.0534833,-1.143155,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Rusa,,Kotoran,Baru (dalam 1 minggu)
RP_Agustus_2023_000001,Ground,22-Aug-23,22-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,6,22-Aug-23,10:16:43 AM,110.0440133,-1.143318333,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Beruang Madu - Helarctos malayanus,,Bekas makan,Lama (2 - 4 minggu)
RP_Agustus_2023_000001,Ground,22-Aug-23,22-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,20,22-Aug-23,12:46:06 PM,110.0512117,-1.142585,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Owa Kalimantan - Hylobates albibarbis,,Sarang,Sangat lama (>3bulan)
PJ_Maret_2023_000003,Ground,21-Mar-23,21-Mar-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,3,21-Mar-23,8:37:00 AM,110.03527,-1.125118333,3/30/2023 14:11,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Baru (dalam 1 minggu)
PJ_Maret_2023_000003,Ground,21-Mar-23,21-Mar-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,10,21-Mar-23,9:58:22 AM,110.045205,-1.126458333,3/30/2023 14:11,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
PJ_Maret_2023_000003,Ground,21-Mar-23,21-Mar-23,Penjalaan,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,14,21-Mar-23,10:18:55 AM,110.04838,-1.126445,3/30/2023 14:11,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
RP_Agustus_2023_000003,Ground,23-Aug-23,23-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,12,23-Aug-23,11:57:23 AM,110.0452,-1.141186667,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
RP_Agustus_2023_000003,Ground,23-Aug-23,23-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,20,23-Aug-23,12:48:46 PM,110.0468,-1.141071667,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup lama (>1 bulan)
RP_Agustus_2023_000003,Ground,23-Aug-23,23-Aug-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Arianto Arianto,Jalan Kaki,10,23-Aug-23,11:43:45 AM,110.04408,-1.140945,11/6/2023 14:38,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Diatas 1 tahun
RP_Januari_2023_000004,Ground,26-Jan-23,26-Jan-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,5,26-Jan-23,9:53:50 AM,110.0617233,-1.157195,11/6/2023 14:41,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
RP_Januari_2023_000004,Ground,26-Jan-23,26-Jan-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,12,26-Jan-23,10:53:45 AM,110.061375,-1.1562,11/6/2023 14:41,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Lama (2 - 4 minggu)
RP_Januari_2023_000004,Ground,26-Jan-23,26-Jan-23,Rantau Panjang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Rudiansyah Rudiansyah,Jalan Kaki,14,26-Jan-23,10:59:00 AM,110.0614317,-1.156098333,11/6/2023 14:41,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Sarang,Cukup baru (1 - 2 minggu)
