plot,obs.date,obs,t.num,dist.tran,c,w,family,genus,species,dbh,daun.baru,kode.gugur,status,crop.size,oh.food
3.1,,,403,3.5,s,2.3,Aquifoliaceae,Ilex,cymosa,11.8,0,1,,,
3.1,,,404,26,n,2,Elaeocarpaceae,Elaeocarpus,mastersii,10.2,1,0,,,y
3.1,,,405,29.5,n,2,Annonaceae,Mezzettia,parviflora,33.6,0,0,,,y
3.1,,,406,26,s,3,Phyllanthaceae,Baccaurea,bracteata,11.6,1,0,,,y
3.1,,,407,27,s,3,Aquifoliaceae,Ilex,cymosa,11.2,0,0,,,
3.1,,,408,29.6,n,1,Dipterocarpaceae,Shorea,uliginosa,11.6,0,1,,,
3.1,,,409,29.6,n,2.5,Myrtaceae,Syzygium,sp1,13.2,0,0,,,y
3.1,,,410,37,s,2,Sapotaceae,Madhuca,motleyana,21.2,1,0,,,y
3.1,,,411,41,n,1,Lauraceae,Litsea,gracilipes,18.4,0,1,,,y
3.1,,,412,35,n,1,Fagaceae,Lithocarpus,bancanus,20.2,0,1,,,y
3.1,,,413,44,s,2.2,Sapotaceae,Madhuca,motleyana,16.8,0,0,,,y
3.1,,,414,42,s,2,Ebenaceae,Diospyros,siamang,35.2,0,0,,,y
3.1,,,415,46,s,2,Sapotaceae,Palaquium,leiocarpum,28.7,1,0,,,y
3.1,,,416,50,n,1,Stemonuraceae,Stemonurus,secundiflorus,11.2,0,0,,,
3.1,,,417,47,s,3,Lauraceae,Litsea,firma,32.8,0,1,,,y
3.1,,,418,50,s,4,Fabaceae,Koompassia,malaccensis,48.2,1,0,,,y
3.1,,,419,54,s,1.5,Phyllanthaceae,Baccaurea,bracteata,13.5,0,0,,,y
3.1,,,420,56,n,0.5,Lauraceae,Litsea,gracilipes,10.3,0,0,,,y
3.1,,,421,63,s,4.2,Fagaceae,Lithocarpus,bancanus,18.3,0,0,,,y
3.1,,,422,68,s,1.8,Lauraceae,Litsea,gracilipes,28.7,1,0,,,y
3.2,,,423,304,s,0.5,Tetrameristaceae,Tetramerista,glabra,10.2,1,0,,,y
3.2,,,424,306,n,2,Tetrameristaceae,Tetramerista,glabra,12.6,0,0,,,y
3.2,,,425,308,n,1,Tetrameristaceae,Tetramerista,glabra,15.2,0,0,,,y
3.2,,,426,312.5,n,1.2,Tetrameristaceae,Tetramerista,glabra,14.2,0,1,,,y
3.2,,,427,319,s,2.5,Myrtaceae,Syzygium,sp1,13.5,1,0,,,y
3.2,,,428,325,n,1.2,Sapotaceae,Palaquium,walsurifolium,28.2,0,0,I,C,y
3.2,,,429,323.5,s,2.5,Ebenaceae,Diospyros,siamang,18.9,0,0,,,y
3.2,,,430,325,s,3,Stemonuraceae,Stemonurus,secundiflorus,18.2,1,0,,,
3.2,,,431,335,s,1.2,Annonaceae,Mezzettia,parviflora,27.5,0,1,,,y
3.2,,,432,335,s,2.5,Myrtaceae,Syzygium,sp1,18.4,0,0,,,y
3.2,,,433,336,s,3.2,Myrtaceae,Syzygium,sp1,16.7,1,0,,,y
3.2,,,434,342,s,2.2,Aquifoliaceae,Ilex,cymosa,14.5,0,0,,,
3.3,,,435,642,s,0.5,Myrtaceae,Syzygium,cerinum,11.2,1,0,,,y
3.3,,,436,644,s,0.8,Phyllanthaceae,Baccaurea,bracteata,12.8,0,0,,,y
3.3,,,437,644.5,n,1,Tetrameristaceae,Tetramerista,glabra,13.6,1,0,,,y
3.3,,,438,646,s,1,Stemonuraceae,Stemonurus,secundiflorus,11.2,0,0,,,
3.3,,,439,646,n,1.2,Sapotaceae,Palaquium,leiocarpum,48.6,0,1,,,y
3.3,,,440,646.5,n,5,Fabaceae,Koompassia,malaccensis,18.5,1,1,,,y
3.3,,,441,646.8,s,1.5,Lauraceae,Litsea,gracilipes,12.5,0,0,,,y
3.3,,,442,652,s,2,Burseraceae,Canarium,,21.8,1,0,,,y
3.3,,,443,652.2,n,0.5,Rutaceae,Tetractomia,tetrandra,11.2,0,1,,,
3.3,,,444,655,s,1,Stemonuraceae,Stemonurus,secundiflorus,12.5,0,0,,,
3.3,,,445,658,n,1,Annonaceae,Mezzettia,parviflora,15.2,0,0,,,y
3.3,,,446,660,n,2.5,Polygalaceae,Xanthophyllum,amoenum,16.8,0,1,,,y
3.3,,,447,662,s,1.5,Stemonuraceae,Stemonurus,secundiflorus,12.7,0,0,,,
3.3,,,448,662.2,s,2.5,Lauraceae,Alseodaphne,bancana,11.2,0,0,,,
3.3,,,449,662.4,s,4,Myristicaceae,Gymnacranthera,farquhariana,23.2,0,1,,,y
3.3,,,450,676,s,1,Fabaceae,Archidendron,clypearia,11.5,0,0,,,y
3.3,,,451,679,s,3.5,Polygalaceae,Xanthophyllum,obscurum,11.2,1,0,,,y
3.3,,,452,680,s,3,Polygalaceae,Xanthophyllum,obscurum,10.8,1,0,,,y
3.3,,,453,688,s,4,Polygalaceae,Xanthophyllum,obscurum,10.2,0,0,,,y
3.3,,,454,688.4,n,1,Moraceae,Ficus,,15.2,0,0,,,y
3.3,,,455,690,s,2,Polygalaceae,Xanthophyllum,obscurum,11.5,0,0,,,y
3.3,,,456,693,s,1.8,Polygalaceae,Xanthophyllum,obscurum,12.3,0,0,,,y
3.3,,,457,693.2,n,1,Myristicaceae,Horsfieldia,crassifolia,12.8,0,1,,,y
3.3,,,458,697,s,1.5,Stemonuraceae,Stemonurus,secundiflorus,11.2,0,1,,,
3.3,,,459,697.5,s,1.8,Polygalaceae,Xanthophyllum,obscurum,12.6,1,0,,,y
3.3,,,460,698,s,1,Polygalaceae,Xanthophyllum,obscurum,11.8,0,1,,,y
3.3,,,461,698.2,n,1.5,Polygalaceae,Xanthophyllum,obscurum,10,1,0,,,y
3.4,,,462,9033.5,s,1.5,Myrtaceae,Syzygium,tawahense,15.2,0,0,,,y
3.4,,,463,903.5,n,2,Lauraceae,Alseodaphne,bancana,16.8,0,1,,,
3.4,,,464,904,n,4,Sapindaceae,Nephelium,maingayi,31.2,0,0,,,y
3.4,,,465,905.5,n,3,Polygalaceae,Xanthophyllum,obscurum,16.2,1,0,,,y
3.4,,,466,907,n,4,Stemonuraceae,Stemonurus,secundiflorus,16.8,0,0,,,
3.4,,,467,906,s,2.2,Tetrameristaceae,Tetramerista,glabra,15.2,1,0,,,y
3.4,,,468,906.5,s,2.8,Lauraceae,Litsea,gracilipes,14.3,0,1,,,y
3.4,,,469,907,s,3,Polygalaceae,Xanthophyllum,obscurum,31.2,0,0,,,y
3.4,,,470,907.5,s,1.5,Tetrameristaceae,Tetramerista,glabra,26.7,0,0,,,y
3.4,,,471,908,s,0.5,Polygalaceae,Xanthophyllum,amoenum,15.3,0,1,,,y
3.4,,,472,911,s,3,Ebenaceae,Diospyros,siamang,16.3,0,0,,,y
3.4,,,473,909,n,2,Polygalaceae,Xanthophyllum,amoenum,11.2,0,0,,,y
3.4,,,474,909,s,1.8,Lauraceae,Litsea,gracilipes,33.6,1,0,,,y
3.4,,,475,911,s,3.2,Sapotaceae,Madhuca,motleyana,12.3,0,1,,,y
3.4,,,476,912,s,3.5,Myristicaceae,Horsfieldia,crassifolia,14.2,0,0,,,y
3.4,,,477,912.5,s,2.2,Polygalaceae,Xanthophyllum,amoenum,12.6,0,1,,,y
3.4,,,478,913,s,2,Polygalaceae,Xanthophyllum,amoenum,12.2,0,0,,,y
3.4,,,479,914,s,0.5,Polygalaceae,Xanthophyllum,amoenum,11.6,0,1,,,y
3.4,,,480,916,s,1.5,Meliaceae,Aglaia,rubiginosa,32.7,0,1,,,y
3.4,,,481,918.5,s,3.5,Tetrameristaceae,Tetramerista,glabra,28.5,0,0,,,y
3.4,,,482,918,n,1,Dipterocarpaceae,Shorea,uliginosa,10.2,1,0,,,
3.4,,,483,924,s,1.5,Stemonuraceae,Stemonurus,secundiflorus,13.6,0,1,,,
3.4,,,484,928,s,3,Fagaceae,Lithocarpus,bancanus,28.8,0,0,,,y
3.4,,,485,963,n,1.5,Lauraceae,Alseodaphne,bancana,10.2,0,0,,,
3.4,,,486,967,n,2.2,Sapindaceae,Nephelium,maingayi,28.2,1,0,,,y
3.4,,,487,969,n,3,Sapotaceae,Palaquium,leiocarpum,16.6,0,1,,,y
3.4,,,488,970,n,3,Stemonuraceae,Stemonurus,secundiflorus,11.7,0,1,,,
3.4,,,489,975,s,0.5,Sapotaceae,Madhuca,motleyana,18.3,1,0,,,y
3.4,,,490,978,n,3.2,Annonaceae,Maasia,sumatrana,16.3,0,1,,,y
3.4,,,491,978,s,3,Annonaceae,Mezzettia,parviflora,23.8,0,0,,,y
3.4,,,492,980,s,4.2,Lauraceae,Alseodaphne,bancana,34.4,0,0,,,
3.4,,,493,981,s,2,Sapindaceae,Nephelium,maingayi,10,0,0,,,y
3.4,,,494,983,s,3,Myrtaceae,Syzygium,sp1,21.2,0,0,,,y
3.4,,,495,985,s,1.2,Rutaceae,Tetractomia,tetrandra,11.3,0,1,,,
3.4,,,496,985,n,0.5,Sapotaceae,Madhuca,motleyana,13.2,0,1,,,y
3.4,,,497,986.5,n,1,Euphorbiaceae,Blumeodendron,kurzii,16.2,0,0,,,y
3.4,,,498,988,n,1,Euphorbiaceae,Blumeodendron,kurzii,13.6,1,1,,,y
3.4,,,499,988.5,n,2.2,Lauraceae,Alseodaphne,bancana,18.3,0,0,,,
3.4,,,500,994,s,1,Sapindaceae,Nephelium,maingayi,16.4,0,1,,,y
3.4,,,501,994,s,3,Lauraceae,Alseodaphne,bancana,21.7,0,0,,,
3.4,,,502,997,n,1,Sapotaceae,Madhuca,motleyana,16.3,1,0,,,y
3.4,,,503,997,s,1.4,Sapotaceae,Palaquium,walsurifolium,32.6,0,1,,,y
3.4,,,504,997.3,s,1.2,Lauraceae,Litsea,gracilipes,16.5,0,0,,,y
3.4,,,505,999,s,1,Sapindaceae,Nephelium,maingayi,16.2,1,0,,,y
4.1,,,506,6,s,1,Lauraceae,Litsea,gracilipes,12.5,0,0,,,y
4.1,,,507,6,n,2.5,Stemonuraceae,Stemonurus,secundiflorus,16.8,0,0,,,
4.1,,,508,8,n,1.2,Dipterocarpaceae,Shorea,platycarpa,10.5,0,1,,,
4.1,,,509,15,n,1.2,Polygalaceae,Xanthophyllum,obscurum,28.2,0,0,,,y
4.1,,,510,15,n,4,Polygalaceae,Xanthophyllum,obscurum,22.3,0,0,,,y
4.1,,,511,19,n,0.8,Stemonuraceae,Stemonurus,secundiflorus,12.3,0,0,,,
4.1,,,512,18,s,1.3,Anacardiaceae,Mangifera,parvifolia,22.8,0,1,,,y
4.1,,,513,20,s,4,Tetrameristaceae,Tetramerista,glabra,24.2,0,0,,,y
4.1,,,514,23,s,2,Lauraceae,Litsea,angulata,12.4,0,0,,,y
4.1,,,515,24,s,3,Polygalaceae,Xanthophyllum,obscurum,16.3,0,0,,,y
4.1,,,516,26,s,5,Stemonuraceae,Stemonurus,secundiflorus,12.6,0,0,,,
4.1,,,517,24,n,3.6,Myristicaceae,Horsfieldia,crassifolia,12.7,0,0,,,y
4.1,,,518,25,n,3.5,Annonaceae,Maasia,hypoleuca,12.3,1,0,,,y
4.1,,,519,28,n,4,Sapotaceae,Madhuca,motleyana,15.2,0,0,,,y
4.1,,,520,28,s,2,Polygalaceae,Xanthophyllum,obscurum,13.5,0,0,,,y
4.1,,,521,30,n,0.5,Polygalaceae,Xanthophyllum,obscurum,12.4,1,0,,,y
4.1,,,522,32,s,1.2,Myrtaceae,Syzygium,sp1,15.2,0,0,,,y
4.1,,,523,33,s,1,Lauraceae,Litsea,gracilipes,32.2,1,0,,,y
4.1,,,524,33.5,s,2.5,Ebenaceae,Diospyros,siamang,25.2,0,0,,,y
4.1,,,525,35,s,2,Polygalaceae,Xanthophyllum,obscurum,15.3,1,0,,,y
4.1,,,526,63,s,5,Sapotaceae,Palaquium,leiocarpum,28.9,0,0,,,y
4.1,,,527,68,n,2.5,Lauraceae,Alseodaphne,bancana,26.3,1,0,,,
4.1,,,528,96,n,0.5,Moraceae,Ficus,,21.5,0,0,M,C,y
4.1,,,529,100,n,1.5,Fagaceae,Lithocarpus,bancanus,10.2,0,0,,,y
4.2,,,530,304,n,2,Myrtaceae,Syzygium,cerinum,31.2,0,0,,,y
4.2,,,531,304,n,3,Sapotaceae,Madhuca,motleyana,28.4,0,0,,,y
4.2,,,532,309,n,3,Myrtaceae,Syzygium,cerinum,15.2,0,0,,,y
4.2,,,533,309,n,5,Ebenaceae,Diospyros,siamang,38.6,0,1,,,y
4.2,,,534,316,s,1,Annonaceae,Maasia,glauca,11.5,0,0,,,y
4.2,,,535,329,s,0.5,Dipterocarpaceae,Shorea,platycarpa,10,0,0,,,
4.2,,,536,335,s,2.8,Euphorbiaceae,Blumeodendron,kurzii,11.5,1,1,,,y
4.2,,,537,337,s,1,Fagaceae,Lithocarpus,bancanus,12.5,0,0,,,y
4.2,,,538,354,n,1,Sapindaceae,Nephelium,maingayi,18.3,0,1,,,y
4.2,,,539,365,n,1.8,Elaeocarpaceae,Elaeocarpus,mastersii,11.4,0,0,,,y
4.2,,,540,374,s,3,Sapotaceae,Madhuca,motleyana,12.5,0,0,,,y
4.2,,,541,376,s,1,Sapotaceae,Palaquium,cochleariifolium,21.2,0,0,,,y
4.2,,,542,379,n,1,Apocynaceae,Dyera,polyphylla,12.6,1,0,,,
4.2,,,543,380,s,1,Lauraceae,Alseodaphne,bancana,12.5,0,1,,,
4.2,,,544,380,n,1.8,Lauraceae,Litsea,gracilipes,38.2,1,0,,,y
4.2,,,545,384,s,1,Moraceae,Ficus,,12.8,0,0,,,y
4.2,,,546,387,s,1.5,Ebenaceae,Diospyros,siamang,30.2,0,0,,,y
4.2,,,547,389,s,2.8,Stemonuraceae,Stemonurus,secundiflorus,12.2,0,0,,,
4.2,,,548,389,n,3.5,Myristicaceae,Knema,curtisii,28.5,1,1,,,y
4.2,,,549,391,n,5,Sapotaceae,Palaquium,leiocarpum,28.6,0,0,,,y
4.2,,,550,389,n,5,Anacardiaceae,Mangifera,parvifolia,20.2,0,0,,,y
4.2,,,551,388,n,5,Sapotaceae,Madhuca,motleyana,31.2,0,0,,,y
4.2,,,552,389,n,4,Polygalaceae,Xanthophyllum,obscurum,10.2,0,0,,,y
4.2,,,553,389,n,3,Myrtaceae,Syzygium,sp1,11.2,0,0,,,y
4.2,,,554,389,n,2,Phyllanthaceae,Baccaurea,bracteata,10.3,0,0,,,y
4.2,,,555,392,n,3,Lauraceae,Litsea,gracilipes,31.2,0,1,,,y
4.3,,,556,602,s,1,Lauraceae,Alseodaphne,bancana,10,0,0,,,
4.3,,,557,607,n,1.5,Fagaceae,Lithocarpus,bancanus,12.3,1,0,,,y
4.3,,,558,633,n,1.5,Tetrameristaceae,Tetramerista,glabra,28.2,0,0,,,y
4.3,,,559,639,s,1,Sapotaceae,Palaquium,leiocarpum,35.8,0,1,,,y
4.3,,,560,640,n,3,Fagaceae,Lithocarpus,,21.6,0,0,,,y
4.3,,,561,642,n,1,Polygalaceae,Xanthophyllum,obscurum,28.5,1,1,,,y
4.3,,,562,645,n,1.5,Stemonuraceae,Stemonurus,secundiflorus,11.5,0,0,,,
4.3,,,563,654,s,1,Myristicaceae,Knema,glauca,31.2,0,0,,,y
4.3,,,564,654,n,1,Lauraceae,Litsea,gracilipes,30.6,1,0,,,y
4.3,,,565,679,s,0.5,Sapotaceae,Madhuca,motleyana,12.2,0,0,,,y
4.3,,,566,681,s,2,Fagaceae,Lithocarpus,,21.2,0,1,,,y
4.3,,,567,682,s,1,Euphorbiaceae,Blumeodendron,kurzii,19.3,0,0,,,y
4.4,,,568,904,n,2,Polygalaceae,Xanthophyllum,obscurum,14.2,0,1,,,y
4.4,,,569,906,s,2,Myrtaceae,Syzygium,cerinum,18.3,0,0,,,y
4.4,,,570,907,s,1.5,Meliaceae,Aglaia,rubiginosa,32.5,1,1,,,y
4.4,,,571,907,n,4,Meliaceae,Aglaia,rubiginosa,18.2,0,1,,,y
4.4,,,572,907.5,n,4,Polygalaceae,Xanthophyllum,obscurum,21.3,0,1,,,y
4.4,,,573,909,n,5,Sapotaceae,Palaquium,leiocarpum,21.8,1,0,,,y
4.4,,,574,910,n,3,Meliaceae,Aglaia,sp1,32.6,0,1,,,y
4.4,,,575,912,n,2,Meliaceae,Aglaia,sp1,10.2,0,0,,,y
4.4,,,576,914,n,3,Polygalaceae,Xanthophyllum,obscurum,31.6,0,0,,,y
4.4,,,577,912.2,s,3,Myristicaceae,Knema,glauca,22.8,0,0,,,y
4.4,,,578,914,s,3,Annonaceae,Mezzettia,parviflora,34.7,0,1,,,y
4.4,,,579,917,n,1,Stemonuraceae,Stemonurus,secundiflorus,11.2,0,1,,,
4.4,,,580,918.5,n,0.5,Myristicaceae,Myristica,lowiana,32.6,0,0,,,y
4.4,,,581,924,n,4,Polygalaceae,Xanthophyllum,obscurum,28.3,0,1,,,y
4.4,,,582,924,n,1,Annonaceae,Mezzettia,parviflora,30.2,0,1,,,y
4.4,,,583,925,n,1,Stemonuraceae,Stemonurus,secundiflorus,10.2,0,0,,,
4.4,,,584,926,s,3,Meliaceae,Aglaia,sp2,45.2,1,0,,,y
4.4,,,585,928,s,3,Lauraceae,Litsea,gracilipes,20.2,0,0,,,y
4.4,,,586,928.2,n,3,Stemonuraceae,Stemonurus,secundiflorus,14.2,1,0,,,
4.4,,,587,930,n,2.5,Lauraceae,Litsea,gracilipes,21.2,0,0,,,y
4.4,,,588,934,s,2,Tetrameristaceae,Tetramerista,glabra,30.8,0,0,,,y
4.4,,,589,936,n,3,Meliaceae,Aglaia,rubiginosa,28.6,1,0,,,y
4.4,,,590,936,n,2.8,Dipterocarpaceae,Shorea,platycarpa,12.3,0,0,,,
4.4,,,591,945,s,4,Sapotaceae,Madhuca,motleyana,25.2,0,1,,,y
4.4,,,592,947,s,3.5,Polygalaceae,Xanthophyllum,obscurum,15.8,0,0,,,y
4.4,,,593,948.5,n,2,Stemonuraceae,Stemonurus,secundiflorus,18.2,0,0,,,
4.4,,,594,951,n,3,Anacardiaceae,Mangifera,parvifolia,12.4,0,0,,,y
4.4,,,595,954,s,1.5,Lauraceae,Litsea,gracilipes,31.5,1,0,,,y
4.4,,,596,954,n,2,Ebenaceae,Diospyros,siamang,10.8,0,0,,,y
4.4,,,597,957,s,2,Sapotaceae,Madhuca,motleyana,12.2,0,1,,,y
4.4,,,598,957,n,4.2,Anacardiaceae,Mangifera,parvifolia,15.3,0,0,,,y
4.4,,,599,959,n,3.8,Myrtaceae,Syzygium,sp1,31.2,0,1,,,y
4.4,,,600,960,n,1.2,Lauraceae,Litsea,gracilipes,32.8,0,0,,,y
4.4,,,601,963,s,0.5,Lauraceae,Litsea,gracilipes,10.2,0,1,,,y
4.4,,,602,963,n,0.5,Lauraceae,Litsea,gracilipes,13.6,0,0,,,y
4.4,,,603,976,s,1,Dipterocarpaceae,Shorea,uliginosa,11.2,1,0,,,
4.4,,,604,993,s,2.5,Fagaceae,Lithocarpus,bancanus,20.3,0,0,,,y
5.1,,,728,0.6,s,0.8,Meliaceae,Aglaia,rubiginosa,24.3,1,0,,,y
5.1,,,729,1.8,s,0.5,Lauraceae,Litsea,gracilipes,22.6,0,1,,,y
5.1,,,730,4.8,n,0.5,Stemonuraceae,Stemonurus,secundiflorus,11.5,0,0,,,
5.1,,,731,5,n,4.2,Fagaceae,Lithocarpus,bancanus,22.7,0,1,F,,y
5.1,,,732,9.8,s,3.2,Fagaceae,Lithocarpus,bancanus,12.3,0,0,,,y
5.1,,,733,10,s,5,Myrtaceae,Syzygium,sp1,15.4,1,0,,,y
5.1,,,734,21,s,0.5,Dipterocarpaceae,Litsea,gracilipes,17.2,0,0,,,y
5.1,,,735,23.8,n,0.5,Dipterocarpaceae,Shorea,uliginosa,18.2,0,0,,,
5.1,,,736,24,s,3,Lauraceae,Litsea,gracilipes,14.6,0,0,,,y
5.1,,,737,27,n,2.6,Fagaceae,Lithocarpus,bancanus,20.2,0,0,,,y
5.1,,,738,29.5,n,1,Elaeocarpaceae,Elaeocarpus,mastersii,12.3,0,0,,,y
5.1,,,739,30,s,5,Lauraceae,Alseodaphne,bancana,18.2,0,0,,,
5.1,,,740,31.5,s,5,Fagaceae,Lithocarpus,bancanus,22.3,0,1,F,,y
5.1,,,741,31.5,s,4,Tetrameristaceae,Tetramerista,glabra,14.6,1,0,,,y
5.1,,,742,32,s,3.4,Aquifoliaceae,Ilex,cymosa,15.2,0,0,,,
5.1,,,743,32,s,1.6,Aquifoliaceae,Ilex,cymosa,12.8,0,0,,,
5.1,,,744,36,n,1.8,Dipterocarpaceae,Shorea,uliginosa,15.1,0,1,,,
5.1,,,745,56.3,s,3.6,Lauraceae,Litsea,gracilipes,11.2,0,1,,,y
5.1,,,746,61,s,0.8,Fagaceae,Lithocarpus,bancanus,10,0,0,,,y
5.1,,,747,61,s,3.8,Sapotaceae,Madhuca,motleyana,43.8,0,0,,,y
5.1,,,748,68.8,s,2,Fagaceae,Lithocarpus,bancanus,17.1,0,0,,,y
5.1,,,749,72,n,0.5,Lauraceae,Litsea,gracilipes,15.2,0,0,,,y
5.1,,,750,72,n,4,Fagaceae,Lithocarpus,bancanus,22.8,1,0,,,y
5.1,,,751,72.8,n,1,Lauraceae,Litsea,gracilipes,14.8,0,1,,,y
5.1,,,752,82,n,4,Lauraceae,Litsea,gracilipes,26.5,0,0,,,y
5.1,,,753,82.3,n,1.5,Fagaceae,Lithocarpus,bancanus,22.8,0,1,,,y
5.1,,,754,85,n,3,Myristicaceae,Gymnacranthera,farquhariana,21.7,0,0,,,y
5.1,,,755,87,s,2,Lauraceae,Litsea,gracilipes,12.3,0,1,,,y
5.1,,,756,88,s,1.8,Polygalaceae,Xanthophyllum,obscurum,13.5,1,0,,,y
5.1,,,757,90.7,n,3.4,Dipterocarpaceae,Shorea,platycarpa,28.2,0,1,,,
5.1,,,758,91.2,n,5,Myristicaceae,Gymnacranthera,farquhariana,31.3,0,1,,,y
5.1,,,759,93,n,4.8,Dipterocarpaceae,Shorea,platycarpa,15.2,1,0,,,
5.1,,,760,91,n,3.6,Stemonuraceae,Stemonurus,secundiflorus,17.3,0,0,,,
5.1,,,761,91,n,3.5,Dipterocarpaceae,Shorea,platycarpa,28.5,0,1,,,
5.2,,,762,302.7,n,2,Calophylaceae,Calophyllum,lanigerum,20.1,0,0,,,y
5.2,,,763,306,n,5,Meliaceae,Aglaia,rubiginosa,30.4,0,0,,,y
5.2,,,764,307.8,n,3,Ebenaceae,Diospyros,siamang,35.6,0,1,,,y
5.2,,,765,305.8,s,1,Lauraceae,Litsea,gracilipes,23.7,0,1,,,y
5.2,,,766,308,s,1.5,Dipterocarpaceae,Shorea,uliginosa,11.8,0,0,,,
5.2,,,767,312,n,2.8,Dipterocarpaceae,Shorea,uliginosa,19.7,0,0,,,
5.2,,,768,312,n,4,Lauraceae,Litsea,gracilipes,17.2,0,0,,,y
5.2,,,769,315.5,n,1.2,Myristicaceae,Gymnacranthera,farquhariana,15.2,0,0,,,y
5.2,,,770,316,s,2,Myristicaceae,Gymnacranthera,farquhariana,18.6,0,1,,,y
5.2,,,771,319.7,s,4.9,Meliaceae,Aglaia,sp1,21.6,0,0,,,y
5.2,,,772,319,n,1.3,Lauraceae,Litsea,gracilipes,20.3,0,0,,,y
5.2,,,773,322,n,0.5,Tetrameristaceae,Tetramerista,glabra,15.2,0,0,,,y
5.2,,,774,323,s,0.5,Lauraceae,Litsea,gracilipes,32.8,0,1,,,y
5.2,,,775,336,s,0.5,Lauraceae,Litsea,gracilipes,21.2,0,0,,,y
5.2,,,776,339.8,n,1.5,Sapotaceae,Palaquium,cochleariifolium,20.3,1,0,,,y
5.2,,,777,340,s,2.8,Myristicaceae,Gymnacranthera,farquhariana,17.2,0,0,,,y
5.2,,,778,364.2,n,0.8,Lauraceae,Alseodaphne,bancana,12.4,1,0,,,
5.2,,,779,374.4,n,3,Fagaceae,Lithocarpus,bancanus,10.2,0,0,,,y
5.2,,,780,376.2,n,2.1,Clusiaceae,Garcinia,parvifolia,21.6,0,0,,,y
5.2,,,781,390,n,3.2,Lauraceae,Litsea,gracilipes,22.3,0,1,,,y
5.2,,,782,394.7,n,3,Fagaceae,Lithocarpus,bancanus,17.4,0,0,F,,y
5.2,,,783,395,s,2,Fagaceae,Lithocarpus,bancanus,15.2,0,0,,,y
5.2,,,784,397.2,s,2.5,Fagaceae,Lithocarpus,bancanus,19.6,1,0,F,,y
5.3,,,785,607.7,s,2.2,Stemonuraceae,Stemonurus,secundiflorus,21.4,0,0,,,
5.3,,,786,612,s,28,Stemonuraceae,Stemonurus,secundiflorus,12.6,0,0,,,
5.3,,,787,690.8,s,4.9,Achariaceae,Hydnocarpus,,32.3,1,0,,,y
5.3,,,788,610,s,4.7,Myristicaceae,Gymnacranthera,farquhariana,11.5,0,1,,,y
5.3,,,789,623,s,3.4,Lauraceae,Litsea,gracilipes,12.7,0,0,,,y
5.3,,,790,661.8,s,1.8,Dipterocarpaceae,Shorea,uliginosa,18.3,0,0,,,
5.3,,,791,684,s,1,Fagaceae,Lithocarpus,bancanus,11.2,0,1,,,y
5.3,,,792,685.2,s,0.4,Dipterocarpaceae,Shorea,uliginosa,18.2,0,0,,,
5.3,,,793,686,s,1,Dipterocarpaceae,Shorea,uliginosa,18.6,0,0,,,
5.3,,,794,686,n,1,Lauraceae,Litsea,gracilipes,11.6,1,0,,,y
5.3,,,795,688.2,s,2.5,Lauraceae,Litsea,gracilipes,15.3,0,0,,,y
5.3,,,796,691,s,3.5,Lauraceae,Litsea,gracilipes,27.7,0,1,,,y
5.3,,,797,694,n,2,Lauraceae,Litsea,gracilipes,10.5,0,0,,,y
5.3,,,798,697,n,0.4,Stemonuraceae,Stemonurus,secundiflorus,10.2,0,0,,,
5.3,,,799,698.6,n,3.8,Stemonuraceae,Stemonurus,secundiflorus,13.3,1,0,,,
5.3,,,800,699,s,1,Fagaceae,Lithocarpus,bancanus,16.3,0,0,,,y
5.4,,,801,904.5,n,1,Fagaceae,Lithocarpus,bancanus,11.2,0,0,,,y
5.4,,,802,905,s,2,Fagaceae,Lithocarpus,bancanus,10.5,0,1,,,y
5.4,,,803,905,s,3.8,Fagaceae,Lithocarpus,bancanus,11.8,0,0,,,y
5.4,,,804,906.8,s,1,Fagaceae,Lithocarpus,bancanus,12.5,0,0,,,y
5.4,,,805,909,n,3.2,Anacardiaceae,Campnosperma,coriaceum,15.2,1,0,,,
5.4,,,806,910,n,3,Lauraceae,Alseodaphne,bancana,11.2,0,0,,,
5.4,,,807,911.8,n,4.9,Fagaceae,Lithocarpus,bancanus,13.2,0,0,,,y
5.4,,,808,915,s,0.8,Myrtaceae,Syzygium,tawahense,12.6,0,1,,,y
5.4,,,809,916,s,1.5,Fagaceae,Lithocarpus,bancanus,12.8,0,0,,,y
5.4,,,810,916.2,n,3.5,Lauraceae,Litsea,gracilipes,11.7,0,0,,,y
5.4,,,811,921,s,1,Anacardiaceae,Campnosperma,coriaceum,12.3,1,0,,,
5.4,,,812,921.2,n,0.5,Anisophylleaceae,Combretocarpus,rotundatus,11.5,0,0,,,
5.4,,,813,923,s,2.5,Dipterocarpaceae,Shorea,uliginosa,25.6,0,0,,,
5.4,,,814,924,s,0.8,Lauraceae,Litsea,gracilipes,20.3,0,1,,,y
5.4,,,815,92,n,0.5,Celastraceae,Lophopetalum,javanicum,10.2,0,0,,,y
5.4,,,816,925,n,3.5,Dipterocarpaceae,Shorea,uliginosa,12.3,0,0,,,
5.4,,,817,928.2,n,4.6,Lauraceae,Litsea,gracilipes,24.4,0,0,,,y
5.4,,,818,930,n,1.4,Dipterocarpaceae,Shorea,platycarpa,27.3,1,0,,,
5.4,,,819,932.2,n,1.2,Fagaceae,Lithocarpus,bancanus,10.5,0,0,,,y
