plot,obs.date,obs,t.num,dist.tran,c,w,family,genus,species,dbh,daun.baru,kode.gugur,status,crop.size,oh.food
8.2,,,988,300,s,3.2,Sapotaceae,Palaquium,leiocarpum,65.8,1,0,M,B,y
8.2,,,989,300,n,2.2,Sapotaceae,Palaquium,leiocarpum,61.3,1,0,M,C,y
8.2,,,990,300.6,s,1.8,Sapotaceae,Palaquium,leiocarpum,38.2,0,0,,,y
8.2,,,991,301,n,3.9,Annonaceae,Mezzettia,parviflora,26.4,0,0,,,y
8.2,,,992,305,n,1.2,Stemonuraceae,Stemonurus,secundiflorus,10,0,0,,,
8.2,,,993,305.5,n,1.6,Stemonuraceae,Stemonurus,secundiflorus,12.8,0,0,,,
8.2,,,994,306,n,0.8,Stemonuraceae,Stemonurus,secundiflorus,16.7,0,0,,,
8.2,,,995,314.2,n,3,Lauraceae,Litsea,gracilipes,12.3,1,0,,,y
8.2,,,996,317,n,2,Lauraceae,Litsea,gracilipes,31.2,0,0,,,y
8.2,,,997,323,n,0.5,Lauraceae,Litsea,gracilipes,10,0,1,,,y
8.2,,,998,327.2,n,1,Lauraceae,Litsea,gracilipes,11.5,1,0,,,y
8.2,,,999,327.7,n,2.8,Myrtaceae,Syzygium,sp1,26.8,0,0,,,y
8.2,,,1000,328,s,1.5,Lauraceae,Litsea,gracilipes,10.8,0,1,,,y
8.2,,,1001,328.5,n,3.4,Stemonuraceae,Stemonurus,secundiflorus,11.6,0,0,,,
8.2,,,1002,329.7,s,2.1,Lauraceae,Litsea,gracilipes,18.2,1,0,,,y
8.2,,,1003,331.4,s,4,Anacardiaceae,Campnosperma,coriaceum,21.3,0,1,,,
8.2,,,1004,331.8,n,3.6,Lauraceae,Litsea,gracilipes,10.5,0,0,,,y
8.2,,,1005,332.3,n,3.4,Lauraceae,Litsea,gracilipes,23.8,0,0,,,y
8.2,,,1006,337,n,3.2,Myristicaceae,Horsfieldia,crassifolia,10.2,0,0,,,y
8.2,,,1007,346,n,4,Lauraceae,Litsea,gracilipes,12.6,0,1,,,y
8.2,,,1008,349.3,n,4.6,Lauraceae,Litsea,gracilipes,28.5,0,1,,,y
8.2,,,1009,350.5,n,4,Lauraceae,Litsea,gracilipes,26.2,0,0,,,y
8.2,,,1010,374.4,n,3,Lauraceae,Alseodaphne,bancana,15.1,0,0,,,
8.3,,,1011,602.7,n,2.7,Lauraceae,Litsea,gracilipes,12.2,0,0,,,y
8.3,,,1012,603.6,n,1.8,Lauraceae,Litsea,gracilipes,11.5,1,0,,,y
8.3,,,1013,604.2,n,0.5,Annonaceae,Monicarpia,,10.3,0,0,,,y
8.3,,,1014,604.5,n,1.2,Lauraceae,Litsea,firma,15.5,0,1,,,y
8.3,,,1015,604.8,s,3.7,Fagaceae,Lithocarpus,bancanus,16.2,0,0,,,y
8.3,,,1016,607,n,4,Lauraceae,Litsea,gracilipes,16.3,0,0,,,y
8.3,,,1017,609.2,n,5,Lauraceae,Litsea,gracilipes,10.3,0,1,,,y
8.3,,,1018,609.7,n,0.5,Stemonuraceae,Stemonurus,secundiflorus,12.7,0,0,,,
8.3,,,1019,611,n,2.4,Fagaceae,Lithocarpus,bancanus,11.5,1,0,,,y
8.3,,,1020,612,s,2,Stemonuraceae,Stemonurus,secundiflorus,12.2,0,0,,,
8.3,,,1021,614.5,n,0.6,Fagaceae,Lithocarpus,bancanus,18.4,1,1,,,y
8.3,,,1022,618.1,n,1.2,Myrtaceae,Syzygium,sp1,12.2,0,0,,,y
8.3,,,1023,618.5,n,2.5,Lauraceae,Litsea,gracilipes,13.6,0,0,,,y
8.3,,,1024,618.7,s,2,Ebenaceae,Diospyros,siamang,32.7,0,0,,,y
8.3,,,1025,621,s,0.4,Myristicaceae,Gymnacranthera,farquhariana,12.3,1,0,,,y
8.3,,,1026,621.3,n,0.6,Ebenaceae,Diospyros,evena,30.2,0,0,,,y
8.3,,,1027,622,n,2,Stemonuraceae,Stemonurus,secundiflorus,15.6,0,1,,,
8.3,,,1028,623,s,3.8,Ebenaceae,Diospyros,evena,16.5,0,0,,,y
8.3,,,1029,623.4,s,4.8,Tetrameristaceae,Tetramerista,glabra,14.3,0,0,,,y
8.3,,,1030,624.3,s,0.5,Ebenaceae,Diospyros,evena,22.3,1,0,,,y
8.3,,,1031,624.8,n,0.6,Dipterocarpaceae,Shorea,uliginosa,11.6,0,0,,,
8.3,,,1032,625,n,4,Stemonuraceae,Stemonurus,secundiflorus,10.2,0,1,,,
8.3,,,1033,626.1,n,4,Stemonuraceae,Stemonurus,secundiflorus,21.3,0,0,,,
8.3,,,1034,626.5,n,0.5,Ebenaceae,Diospyros,evena,25.4,0,0,,,y
8.3,,,1035,629,n,2.8,Lauraceae,Litsea,gracilipes,19.2,1,0,,,y
8.3,,,1036,680.2,n,1,Lauraceae,Litsea,gracilipes,15.3,0,0,,,y
8.3,,,1037,685.4,n,1,Lauraceae,Litsea,gracilipes,26.8,0,1,,,y
8.3,,,1038,686.3,n,5,Lauraceae,Litsea,gracilipes,28.9,1,0,,,y
8.3,,,1039,688.2,n,1.2,Lauraceae,Litsea,gracilipes,24.6,0,0,,,y
8.3,,,1040,688.8,n,5,Lauraceae,Litsea,gracilipes,27.2,0,0,,,y
8.3,,,1041,693,s,0.8,Fagaceae,Lithocarpus,bancanus,11.3,0,2,,,y
8.3,,,1042,694.5,s,3.5,Stemonuraceae,Stemonurus,secundiflorus,10.6,1,0,,,
8.3,,,1043,697,n,5,Myristicaceae,Knema,curtisii,36.3,0,0,,,y
8.4,,,1044,915.2,n,2.8,Fagaceae,Lithocarpus,bancanus,10.8,0,0,,,y
8.4,,,1045,919.4,s,0.5,Ebenaceae,Diospyros,evena,18.3,0,1,,,y
8.4,,,1046,921,n,1.5,Myristicaceae,Knema,curtisii,35.8,2,0,,,y
8.4,,,1047,921.3,n,3,Lauraceae,Litsea,gracilipes,20.5,0,0,,,y
8.4,,,1048,927.5,n,0.5,Achariaceae,Hydnocarpus,,11.6,1,0,,,y
8.4,,,1049,930.3,n,3.8,Moraceae,Ficus,,83.6,0,0,,,y
8.4,,,1050,939,n,2.8,Myristicaceae,Gymnacranthera,farquhariana,11.6,0,0,,,y
8.4,,,1051,948.2,s,2.4,Lauraceae,Litsea,gracilipes,14.8,0,1,,,y
8.4,,,1052,953,n,5,Sapotaceae,Palaquium,leiocarpum,32.7,0,1,M,B,y
8.4,,,1053,860,n,5,Sapotaceae,Palaquium,leiocarpum,35.8,1,0,M,B,y
8.4,,,1054,975.1,s,4.2,Sapotaceae,Palaquium,leiocarpum,36.5,1,0,M,C,y
8.4,,,1055,984.4,s,3.3,Sapotaceae,Palaquium,leiocarpum,38.7,1,0,,,y
8.4,,,1056,985.6,n,1.2,Lauraceae,Litsea,gracilipes,12.6,0,1,,,y
8.4,,,1057,100,s,1.6,Elaeocarpaceae,Elaeocarpus,mastersii,10,0,0,,,y
9.1,,,2185,1.2,n,2.5,Dipterocarpaceae,Shorea,uliginosa,12.2,0,0,,,
9.1,,,2186,1.5,n,4.2,Lauraceae,Alseodaphne,bancana,13.5,0,0,,,
9.1,,,2187,3,s,1,Lauraceae,Alseodaphne,bancana,31.2,0,0,,,
9.1,,,2188,3,n,2,Lauraceae,Alseodaphne,bancana,30.3,0,0,,,
9.1,,,2189,4,s,3.5,Lauraceae,Alseodaphne,bancana,25.3,1,0,,,
9.1,,,2190,6,s,2,Lauraceae,Alseodaphne,bancana,15.2,0,0,,,
9.1,,,2191,6,n,3,Sapindaceae,Nephelium,maingayi,12.2,0,0,,,y
9.1,,,2192,14,n,2.5,Alangiaceae,Alangium,havilandii,31.4,0,1,,,y
9.1,,,2193,14.5,n,1,Alangiaceae,Alangium,havilandii,35.2,0,0,,,y
9.1,,,2194,16,n,2,Alangiaceae,Alangium,havilandii,28.6,1,0,,,y
9.1,,,2195,25,n,1,Lauraceae,Litsea,angulata,12.3,0,0,,,y
9.1,,,2196,29,n,2.3,Ebenaceae,Diospyros,siamang,12.6,1,0,,,y
9.1,,,2197,31,n,3.5,Lauraceae,Litsea,angulata,13.5,0,0,,,y
9.1,,,2198,35,s,0.5,Thymelaeaceae,Gonystylus,bancanus,18.2,0,0,,,
9.1,,,2199,36,n,1,Sapotaceae,Madhuca,motleyana,12.4,0,1,,,y
9.1,,,2200,41,s,4.5,Myrtaceae,Syzygium,cerinum,25.2,0,0,,,y
9.1,,,2201,53,s,1,Lauraceae,Litsea,gracilipes,29.4,0,0,,,y
9.1,,,2202,55,n,2.5,Lauraceae,Alseodaphne,bancana,32.6,0,0,,,
9.1,,,2203,55.3,s,5,Ebenaceae,Diospyros,coriacea,42.8,1,0,,,y
9.1,,,2204,59,n,1,Lauraceae,Alseodaphne,bancana,28.2,1,0,,,
9.1,,,2205,58,n,5,Dipterocarpaceae,Shorea,platycarpa,21.2,0,0,,,
9.1,,,2206,59.2,n,5,Fabaceae,Parkia,singularis,56.8,0,0,,,y
9.1,,,2207,62,s,2,Myrtaceae,Syzygium,tawahense,21.5,0,0,,,y
9.1,,,2208,66,s,1,Sapotaceae,Palaquium,cochleariifolium,28.2,0,1,,,y
9.1,,,2209,69,s,1,Sapotaceae,Palaquium,cochleariifolium,25.3,0,0,,,y
9.1,,,2210,68,n,2,Meliaceae,Aglaia,sp2,21.2,0,0,,,y
9.1,,,2211,70,n,1,Polygalaceae,Xanthophyllum,obscurum,26.4,0,0,,,y
9.1,,,2212,76,n,1,Fabaceae,Koompassia,malaccensis,41.2,0,1,,,y
9.1,,,2213,76,n,1.5,Sapotaceae,Madhuca,motleyana,22.3,0,0,,,y
9.1,,,2214,78,n,2.2,Lauraceae,Litsea,angulata,12.5,0,1,,,y
9.1,,,2215,78.5,s,2,Sapotaceae,Madhuca,motleyana,25.6,0,0,,,y
9.1,,,2216,78,s,2.2,Lauraceae,Alseodaphne,bancana,21.2,0,0,,,
9.1,,,2217,80,n,0.5,Sapotaceae,Madhuca,motleyana,12.5,1,0,,,y
9.1,,,2218,80,n,4,Myristicaceae,Knema,glauca,32.2,0,0,,,y
9.1,,,2219,81,n,4,Elaeocarpaceae,Elaeocarpus,glaber,12.8,0,1,,,y
9.1,,,2220,82,n,3,Lauraceae,Alseodaphne,bancana,12.4,0,2,,,
9.1,,,2221,82,s,2,Sapotaceae,Madhuca,motleyana,32.3,0,0,,,y
9.1,,,2222,85,n,2.2,Polygalaceae,Xanthophyllum,amoenum,30.6,1,0,,,y
9.1,,,2223,85,n,2,Myristicaceae,Knema,glauca,12.2,0,0,,,y
9.1,,,2224,86,n,4,Anacardiaceae,Campnosperma,auriculatum,33.8,1,0,,,
9.1,,,2225,86,n,1,Lauraceae,Litsea,gracilipes,18.2,0,0,,,y
9.1,,,2226,87,n,2,Lauraceae,Litsea,gracilipes,13.2,0,0,,,y
9.1,,,2227,86,s,3,Fabaceae,Parkia,singularis,11.4,0,1,,,y
9.1,,,2228,91,s,1,Lauraceae,Alseodaphne,bancana,18.2,0,0,,,
9.1,,,2229,95,n,3,Fabaceae,Koompassia,malaccensis,44.7,1,0,,,y
9.1,,,2230,96,s,1.5,Rutaceae,Tetractomia,tetrandra,16.2,0,1,,,
9.1,,,2231,97.8,n,2.5,Lauraceae,Litsea,gracilipes,12.3,0,0,,,y
9.2,,,2232,305,s,2,Lauraceae,Litsea,firma,32.6,1,0,,,y
9.2,,,2233,306,n,0.5,Sapotaceae,Palaquium,cochleariifolium,12.2,0,0,,,y
9.2,,,2234,304,s,3.5,Lauraceae,Litsea,gracilipes,25.2,0,0,,,y
9.2,,,2235,314,s,4,Lauraceae,Alseodaphne,bancana,31.7,0,1,,,
9.2,,,2236,312,s,5,Lauraceae,Alseodaphne,bancana,30.4,1,0,,,
9.2,,,2237,311,s,4,Lauraceae,Alseodaphne,bancana,26.8,0,0,,,
9.2,,,2238,315,s,2.5,Sapindaceae,Nephelium,maingayi,22.4,1,0,,,y
9.2,,,2239,314,n,2.5,Lauraceae,Litsea,gracilipes,13.6,0,0,,,y
9.2,,,2240,315,n,2,Fabaceae,Dialium,indum,12.4,0,0,,,y
9.2,,,2241,320,n,0.5,Lauraceae,Alseodaphne,bancana,11.6,0,1,,,
9.2,,,2242,337,s,1.5,Sapindaceae,Nephelium,maingayi,15.3,0,0,,,y
9.2,,,2243,341,s,1,Fabaceae,Koompassia,malaccensis,12.2,0,0,,,y
9.2,,,2244,353,s,3.8,Ebenaceae,Diospyros,coriacea,52.3,0,2,,,y
9.2,,,2245,352,s,2.2,Lauraceae,Alseodaphne,bancana,14.2,0,0,,,
9.2,,,2246,355,s,1.2,Sapindaceae,Nephelium,maingayi,24.5,0,0,,,y
9.2,,,2247,350,n,2,Lauraceae,Alseodaphne,bancana,12.2,1,0,,,
9.2,,,2248,357,s,3,Hypericaceae,Cratoxylum,arborescens,24.2,0,0,,,
9.2,,,2249,359,n,1.2,Lauraceae,Litsea,gracilipes,13.4,0,0,,,y
9.2,,,2250,360,n,1,Lauraceae,Litsea,gracilipes,14.2,1,0,,,y
9.2,,,2451,367,s,1,Lauraceae,Alseodaphne,bancana,15.3,0,0,,,
9.2,,,2452,368,s,2,Fabaceae,Koompassia,malaccensis,28.2,0,2,,,y
9.2,,,2453,373,n,3.5,Lauraceae,Litsea,firma,28.4,0,1,,,y
9.2,,,2454,376,n,1.5,Lauraceae,Alseodaphne,bancana,38.2,0,0,,,
9.2,,,2455,376.2,s,4.5,Sapindaceae,Nephelium,maingayi,34.4,0,0,,,y
9.2,,,2456,378,n,1,Sapotaceae,Madhuca,motleyana,21.3,0,0,,,y
9.2,,,2457,378.2,n,4,Lauraceae,Alseodaphne,bancana,28.3,0,0,,,
9.2,,,2458,380,n,2,Lauraceae,Alseodaphne,bancana,16.2,0,0,,,
9.2,,,2459,380.5,s,2,Lauraceae,Alseodaphne,bancana,15.6,1,0,,,
9.2,,,2460,383,n,1,Sapindaceae,Nephelium,maingayi,23.8,0,0,,,y
9.2,,,2461,384,n,4,Myristicaceae,Horsfieldia,crassifolia,14.7,0,0,,,y
9.2,,,2462,386,s,3.5,Sapotaceae,Madhuca,motleyana,18.4,1,0,,,y
9.2,,,2463,388,s,2,Lauraceae,Alseodaphne,bancana,12.5,0,0,,,
9.2,,,2464,392,n,1,Euphorbiaceae,Macaranga,pruinosa,10.8,0,1,,,y
9.2,,,2465,392.2,s,4,Sapotaceae,Madhuca,motleyana,21.5,0,0,,,y
9.2,,,2466,394,s,4,Sapindaceae,Nephelium,maingayi,22.6,1,0,,,y
9.2,,,2467,394.5,s,3.8,Sapotaceae,Madhuca,motleyana,21.3,0,0,,,y
9.2,,,2468,394.5,s,4.5,Lauraceae,Alseodaphne,bancana,25.8,0,1,,,
9.3,,,2469,601,s,1.5,Sapindaceae,Nephelium,maingayi,10.2,1,0,,,y
9.3,,,2470,602,s,1,Sapotaceae,Madhuca,motleyana,22.5,0,0,,,y
9.3,,,2471,603.4,n,2,Sapindaceae,Nephelium,maingayi,23.2,0,1,,,y
9.3,,,2472,607,n,3,Lauraceae,Alseodaphne,bancana,10,0,0,,,
9.3,,,2473,612,s,2.5,Rutaceae,Melicope,lunu-ankenda,10,0,0,,,
9.3,,,2474,619,s,3,Rutaceae,Melicope,lunu-ankenda,11.2,0,0,,,
9.3,,,2475,625,s,4,Myristicaceae,Gymnacranthera,farquhariana,16.4,1,0,,,y
9.3,,,2476,638.8,s,2,Myristicaceae,Gymnacranthera,farquhariana,21.6,0,0,,,y
9.3,,,2477,639,s,5,Lauraceae,Litsea,angulata,35.4,0,2,,,y
9.3,,,2478,639.2,n,3,Lauraceae,Litsea,angulata,11.6,0,0,,,y
9.3,,,2479,642,s,1.5,Sapindaceae,Nephelium,maingayi,15.4,0,1,,,y
9.3,,,2480,645,s,3,Euphorbiaceae,Macaranga,pruinosa,13.2,0,0,,,y
9.3,,,2481,666,n,1.5,Sapindaceae,Nephelium,maingayi,11.2,0,0,,,y
9.3,,,2482,666.2,n,1,Euphorbiaceae,Blumeodendron,kurzii,15.3,0,0,,,y
9.3,,,2483,667,s,2,Lauraceae,Alseodaphne,bancana,30.2,0,1,,,
9.3,,,2484,678,n,2,Lauraceae,Litsea,angulata,31.2,1,0,,,y
9.3,,,2485,680,s,1,Myristicaceae,Horsfieldia,crassifolia,11.2,0,0,,,y
9.3,,,2486,684,s,1.5,Lauraceae,Alseodaphne,bancana,12.8,0,0,,,
9.3,,,2487,688,n,1,Lauraceae,Alseodaphne,bancana,11.4,0,0,,,
9.3,,,2488,699.2,n,2,Rutaceae,Melicope,lunu-ankenda,21.5,1,0,,,
9.4,,,2489,927,n,4,Lauraceae,Litsea,gracilipes,15.2,0,0,,,y
9.4,,,2490,931,n,1,Clusiaceae,Garcinia,parvifolia,11.6,0,0,,,y
9.4,,,2491,932,s,2.5,Stemonuraceae,Stemonurus,secundiflorus,31.5,0,0,,,
9.4,,,2492,933,s,3.5,Myrtaceae,Syzygium,sp2,25.6,1,0,,,y
9.4,,,2493,934,n,1.2,Stemonuraceae,Stemonurus,secundiflorus,15.3,0,0,,,
9.4,,,2494,935,n,3.5,Lauraceae,Alseodaphne,bancana,10.2,0,1,,,
9.4,,,2495,937,n,4,Lauraceae,Alseodaphne,bancana,32.8,0,0,,,
9.4,,,2496,937.2,s,1,Anacardiaceae,Mangifera,parvifolia,22.5,0,1,,,y
9.4,,,2497,939,n,4,Dipterocarpaceae,Shorea,uliginosa,25.2,0,0,,,
9.4,,,2498,939.2,s,3,Sapotaceae,Madhuca,motleyana,30.2,2,0,,,y
9.4,,,2499,941,s,2,Sapotaceae,Madhuca,motleyana,15.3,0,0,,,y
9.4,,,2500,941.2,n,3,Lauraceae,Alseodaphne,bancana,28.2,0,0,,,
9.4,,,2301,948,s,2,Lauraceae,Litsea,gracilipes,22.5,0,1,,,y
9.4,,,2302,949,n,2.5,Sapindaceae,Nephelium,maingayi,23.6,0,0,,,y
9.4,,,2303,950,n,2,Sapindaceae,Nephelium,maingayi,28.4,1,0,,,y
9.4,,,2304,954,s,1.2,Alangiaceae,Alangium,havilandii,16.2,0,0,,,y
9.4,,,2305,958,s,1.5,Lauraceae,Litsea,gracilipes,15.5,0,0,,,y
9.4,,,2306,966.2,n,1,Lauraceae,Litsea,gracilipes,12.3,0,1,,,y
9.4,,,2307,967,n,2,Lauraceae,Litsea,gracilipes,31.2,0,0,,,y
9.4,,,2308,967.2,n,2,Sapindaceae,Nephelium,maingayi,25.2,0,0,,,y
9.4,,,2309,970,s,5,Sapotaceae,Palaquium,cochleariifolium,26.5,0,0,,,y
9.4,,,2310,975,s,1.5,Sapotaceae,Palaquium,leiocarpum,10,0,1,,,y
9.4,,,2311,976,s,3,Myristicaceae,Knema,intermedia,32.8,1,0,,,y
9.4,,,2312,978,n,0.5,Lauraceae,Litsea,gracilipes,12.8,1,1,,,y
9.4,,,2313,980,s,0.5,Lauraceae,Litsea,gracilipes,15.3,0,0,,,y
9.4,,,2314,983,s,0.5,Sapindaceae,Nephelium,maingayi,16.2,1,1,,,y
9.4,,,2315,985,s,1,Stemonuraceae,Stemonurus,secundiflorus,11.3,0,0,,,
9.4,,,2316,986,s,1,Lauraceae,Litsea,angulata,26.3,0,0,,,y
9.4,,,2317,993,s,1,Lauraceae,Litsea,gracilipes,25.8,0,0,,,y
9.4,,,2318,993.2,n,1,Sapotaceae,Palaquium,cochleariifolium,23.7,1,0,,,y
9.4,,,2319,993.4,n,3.5,Stemonuraceae,Stemonurus,scorpioides,22.6,0,0,,,
9.4,,,2320,993.4,n,3,Rutaceae,Melicope,lunu-ankenda,19.5,0,0,,,
9.4,,,2321,996,n,1.2,Sapotaceae,Palaquium,cochleariifolium,25.2,0,0,,,y
9.4,,,2322,996.2,s,2,Sapotaceae,Palaquium,cochleariifolium,32.2,1,0,,,y
9.4,,,2323,998,n,2,Sapotaceae,Madhuca,motleyana,12.5,0,0,,,y
9.4,,,2324,1000,n,1,Sapotaceae,Madhuca,motleyana,21.6,0,0,,,y
10.1,,,1058,0.5,w,1,Stemonuraceae,Stemonurus,secundiflorus,10.2,0,0,,,
10.1,,,1059,0.5,w,2.2,Anisophylleaceae,Combretocarpus,rotundatus,18.6,1,0,,,
10.1,,,1060,2.2,e,2.3,Sapotaceae,Madhuca,motleyana,15.1,0,2,,,y
10.1,,,1061,6,e,4.5,Myrtaceae,Tristaniopsis,merguensis,21.5,0,0,,,
10.1,,,1062,8.2,e,4.8,Myrtaceae,Tristaniopsis,merguensis,26.2,1,0,,,
10.1,,,1063,11,w,5,Myrtaceae,Tristaniopsis,merguensis,13.3,0,0,,,
10.1,,,1064,13,w,3.5,Stemonuraceae,Stemonurus,secundiflorus,21.6,0,0,,,
10.1,,,1065,14,w,3,Myrtaceae,Tristaniopsis,merguensis,33.8,1,0,,,
10.1,,,1066,22,w,4.5,Myrtaceae,Syzygium,sp2,13.6,0,0,,,y
10.1,,,1067,24,w,3,Sapotaceae,Palaquium,pseudocuneatum,20.8,1,0,,,y
10.1,,,1068,32.5,w,2,Fagaceae,Lithocarpus,bancanus,11.6,0,0,,,y
10.1,,,1069,36.2,w,3.3,Anisophylleaceae,Combretocarpus,rotundatus,21.2,0,0,,,
10.1,,,1070,37,w,4.2,Sapotaceae,Palaquium,cochleariifolium,38.2,1,0,M,E,y
10.1,,,1071,39,e,5,Sapotaceae,Palaquium,cochleariifolium,34.7,0,1,M,C,y
10.1,,,1072,45.2,e,4.2,Stemonuraceae,Stemonurus,secundiflorus,23.6,1,0,F,,
10.1,,,1073,46.1,e,4.3,Sapotaceae,Palaquium,cochleariifolium,35.2,0,1,,,y
10.1,,,1074,46.8,w,1.2,Stemonuraceae,Stemonurus,secundiflorus,18.2,0,0,,,
10.1,,,1075,46.8,e,1.8,Stemonuraceae,Stemonurus,secundiflorus,15.6,0,1,,,
10.1,,,1076,48.2,w,0.5,Achariaceae,Hydnocarpus,,12.3,1,0,,,y
10.1,,,1077,48.2,w,4.5,Stemonuraceae,Stemonurus,secundiflorus,24.8,0,0,,,
10.1,,,1078,49,e,3.8,Sapotaceae,Palaquium,cochleariifolium,38.6,0,1,M,D,y
10.1,,,1079,58,w,3,Stemonuraceae,Stemonurus,secundiflorus,11.2,0,0,,,
10.1,,,1080,58.2,e,0.2,Sapotaceae,Palaquium,cochleariifolium,19.3,0,0,,,y
10.1,,,1081,58.4,e,2.2,Polygalaceae,Xanthophyllum,amoenum,10.2,1,0,,,y
10.1,,,1082,58.8,w,1.2,Stemonuraceae,Stemonurus,secundiflorus,18.2,0,0,,,
10.1,,,1083,60,w,1.3,Anacardiaceae,Mangifera,parvifolia,17.3,0,0,,,y
10.1,,,1084,60.3,e,3.8,Sapotaceae,Palaquium,cochleariifolium,30.6,0,0,,,y
10.1,,,1085,64,w,0.8,Myrtaceae,Syzygium,chloranthum,41.2,1,0,,,y
10.1,,,1086,64,e,1.5,Sapotaceae,Palaquium,cochleariifolium,13.6,0,0,,,y
10.1,,,1087,64.8,w,3,Sapotaceae,Madhuca,motleyana,28.6,1,0,,,y
10.1,,,1088,64,w,4,Polygalaceae,Xanthophyllum,obscurum,15.3,0,0,,,y
10.1,,,1089,64.5,e,3,Stemonuraceae,Stemonurus,secundiflorus,21.6,0,1,,,
10.1,,,1090,76,e,2,Fagaceae,Lithocarpus,bancanus,10,0,0,,,y
10.1,,,1091,82,w,0.8,Stemonuraceae,Stemonurus,secundiflorus,16.3,0,1,,,
10.1,,,1092,83.5,w,4,Sapotaceae,Palaquium,cochleariifolium,31.2,0,0,M,E,y
10.1,,,1093,88.2,e,1.5,Elaeocarpaceae,Elaeocarpus,glaber,28.3,1,0,,,y
10.1,,,1094,100,e,1.5,Myrtaceae,Syzygium,tawahense,13.6,1,0,,,y
10.2,,,1095,302.5,w,2,Fagaceae,Lithocarpus,bancanus,13.8,0,2,,,y
10.2,,,1096,305.2,e,0.5,Euphorbiaceae,Blumeodendron,kurzii,22.5,2,0,,,y
10.2,,,1097,305.5,w,0.5,Sapotaceae,Palaquium,cochleariifolium,27.3,1,0,,,y
10.2,,,1098,307,w,1.2,Myrtaceae,Knema,intermedia,14.6,0,0,,,y
10.2,,,1099,307,e,1.4,Fagaceae,Lithocarpus,bancanus,11.2,0,0,,,y
10.2,,,1100,311.5,w,5,Sapotaceae,Palaquium,cochleariifolium,10,0,0,,,y
10.2,,,1101,315.3,w,3.3,Anacardiaceae,Campnosperma,coriaceum,12.3,0,1,,,
10.2,,,1102,316.2,w,2.8,Anacardiaceae,Campnosperma,coriaceum,10.5,0,0,,,
10.2,,,1103,316.4,e,1.7,Fagaceae,Lithocarpus,bancanus,10.8,0,0,,,y
10.2,,,1104,321.6,e,1.5,Fagaceae,Lithocarpus,bancanus,10.2,1,0,,,y
10.2,,,1105,321.6,w,5,Fagaceae,Lithocarpus,bancanus,11.8,0,0,,,y
10.2,,,1106,323.8,w,3.2,Fagaceae,Lithocarpus,bancanus,11.3,0,0,,,y
10.2,,,1107,326,w,2.8,Myrtaceae,Tristaniopsis,merguensis,33.6,1,0,,,
10.2,,,1108,329.3,e,3.2,Fagaceae,Lithocarpus,bancanus,12.5,0,0,,,y
10.2,,,1109,331.2,e,4.2,Stemonuraceae,Stemonurus,secundiflorus,16.7,0,0,,,
10.2,,,1110,331.5,w,4.5,Fagaceae,Lithocarpus,bancanus,10.2,0,1,,,y
10.2,,,1111,332.8,e,1.8,Fagaceae,Lithocarpus,bancanus,10.8,0,0,,,y
10.2,,,1112,337.2,e,0.8,Fagaceae,Lithocarpus,bancanus,17.2,1,0,,,y
10.2,,,1113,342,e,0.3,Fagaceae,Lithocarpus,bancanus,17.4,1,0,,,y
10.2,,,1114,342,e,1.2,Sapotaceae,Palaquium,cochleariifolium,22.6,1,2,,,y
10.2,,,1115,343.5,e,0.7,Tetrameristaceae,Tetramerista,glabra,10.8,0,0,,,y
10.2,,,1116,353.8,e,2.4,Fagaceae,Lithocarpus,bancanus,18.8,0,0,,,y
10.2,,,1117,353.8,w,3.2,Stemonuraceae,Stemonurus,secundiflorus,13.3,1,0,,,
10.2,,,1118,354.8,e,1.3,Fagaceae,Lithocarpus,bancanus,10,0,0,,,y
10.2,,,1119,355,e,5,Fagaceae,Lithocarpus,bancanus,25.6,0,0,F,,y
10.2,,,1120,360,e,4.2,Stemonuraceae,Stemonurus,scorpioides,26.8,0,1,,,
10.2,,,1121,360.3,e,4.4,Stemonuraceae,Stemonurus,secundiflorus,13.2,0,2,,,
10.2,,,1122,361,w,4.6,Sapotaceae,Palaquium,cochleariifolium,22.3,0,0,,,y
10.2,,,1123,361,w,4.8,Sapotaceae,Palaquium,cochleariifolium,20.3,1,0,,,y
10.2,,,1124,362.4,w,5,Sapotaceae,Palaquium,pseudocuneatum,58.2,0,0,M,C,y
10.2,,,1125,363.5,w,4.2,Stemonuraceae,Stemonurus,secundiflorus,21.3,0,0,,,
10.2,,,1126,364.2,w,4.3,Sapotaceae,Palaquium,cochleariifolium,10.2,0,0,,,y
10.2,,,1127,365.3,w,4.5,Sapotaceae,Palaquium,cochleariifolium,22.6,2,0,,,y
10.2,,,1128,364.5,w,1.3,Sapotaceae,Palaquium,cochleariifolium,33.8,0,1,,,y
10.2,,,1129,365.3,w,2.2,Sapotaceae,Palaquium,cochleariifolium,14.2,0,0,,,y
10.2,,,1130,366.2,w,2.3,Sapindaceae,Nephelium,maingayi,30.8,1,0,,,y
10.2,,,1131,366.2,w,3.2,Lauraceae,Litsea,gracilipes,22.7,0,0,,,y
10.2,,,1132,366.4,e,3.6,Fagaceae,Lithocarpus,bancanus,18.8,1,0,F,,y
10.2,,,1133,365.8,e,4.6,Myrtaceae,Tristaniopsis,merguensis,10,0,0,,,
10.2,,,1134,374.7,w,3.2,Stemonuraceae,Stemonurus,secundiflorus,15.5,1,0,,,
