Patrol ID,Type,Patrol Start Date,Patrol End Date,Station,Team,Objective,Mandate,Armed,Patrol Leg ID,Leader,Patrol Transport Type,Waypoint ID,Waypoint Date,Waypoint Time,X,Y,Last Modified,Last Modified By,Observation Category 0,Observation Category 1,Jenis satwa,Keterangan,Tindakan,Tipe temuan,Usia temuan
PM_April_000004,Ground,17-Apr-22,17-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,4,17-Apr-22,8:47:29 AM,109.908005,-1.067456667,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Baru (dalam 1 minggu)
PM_April_000004,Ground,17-Apr-22,17-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,7,17-Apr-22,8:52:08 AM,109.9079583,-1.067825,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Cukup baru (1 - 2 minggu)
PM_April_000004,Ground,17-Apr-22,17-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,9,17-Apr-22,9:14:31 AM,109.90906,-1.067671667,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Cukup lama (>1 bulan)
PM_April_000004,Ground,17-Apr-22,17-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,6,17-Apr-22,8:51:10 AM,109.907955,-1.067806667,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Cukup lama (>1 bulan)
PM_April_000004,Ground,17-Apr-22,17-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,11,17-Apr-22,9:21:34 AM,109.9098667,-1.06684,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Sangat lama (>3bulan)
PM_April_000004,Ground,17-Apr-22,17-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,17,17-Apr-22,2:17:50 PM,109.9083583,-1.06731,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Sangat lama (>3bulan)
PM_April_000004,Ground,17-Apr-22,17-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,5,17-Apr-22,8:49:38 AM,109.9081317,-1.067703333,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Cukup lama (>1 bulan)
PM_April_000004,Ground,17-Apr-22,17-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,8,17-Apr-22,8:53:29 AM,109.9079083,-1.067816667,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Bekas makan,Cukup baru (1 - 2 minggu)
PM_April_000004,Ground,17-Apr-22,17-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,12,17-Apr-22,9:38:17 AM,109.9101367,-1.067003333,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Bekas makan,Lama (2 - 4 minggu)
PB_Juni_0007,Ground,27-Jun-22,27-Jun-22,Padu Banjar,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samsidar Samsidar,Jalan Kaki,39,27-Jun-22,10:37:06 AM,109.9001267,-1.035055,12/12/2022 15:58,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Bekas makan,Baru (dalam 1 minggu)
PB_Juni_0007,Ground,27-Jun-22,27-Jun-22,Padu Banjar,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samsidar Samsidar,Jalan Kaki,21,27-Jun-22,9:38:31 AM,109.90035,-1.035548333,12/12/2022 15:58,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Bekas makan,Cukup baru (1 - 2 minggu)
PB_Juni_0007,Ground,27-Jun-22,27-Jun-22,Padu Banjar,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samsidar Samsidar,Jalan Kaki,15,27-Jun-22,9:30:15 AM,109.9001683,-1.035538333,12/12/2022 15:58,smart smart,Satwa Liar,Tanda Satwa,Tupai,,Diobservasi,Bekas makan,Baru (dalam 1 minggu)
PK_Agustus_000013,Ground,30-Aug-22,30-Aug-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Busael Busael,Jalan Kaki,5,30-Aug-22,9:27:47 AM,109.86259,-1.054845,12/12/2022 16:01,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Kubangan,Cukup baru (1 - 2 minggu)
PK_Agustus_000013,Ground,30-Aug-22,30-Aug-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Busael Busael,Jalan Kaki,4,30-Aug-22,9:20:19 AM,109.8621617,-1.054381667,12/12/2022 16:01,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Diatas 1 tahun
PK_Agustus_000013,Ground,30-Aug-22,30-Aug-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Busael Busael,Jalan Kaki,13,30-Aug-22,10:07:16 AM,109.8624767,-1.056715,12/12/2022 16:01,smart smart,Satwa Liar,Tanda Satwa,Beruang Madu - Helarctos malayanus,,Diobservasi,Cakaran,Sangat lama (>3bulan)
PK_Agustus_000013,Ground,30-Aug-22,30-Aug-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Busael Busael,Jalan Kaki,17,30-Aug-22,10:26:20 AM,109.8617667,-1.055736667,12/12/2022 16:01,smart smart,Satwa Liar,Tanda Satwa,Beruang Madu - Helarctos malayanus,,Diobservasi,Cakaran,Sangat lama (>3bulan)
PK_Juni_0002a,Ground,15-Jun-22,15-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,12,15-Jun-22,9:00:25 AM,109.864745,-1.073245,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Lama (2 - 4 minggu)
PK_Juni_0002a,Ground,15-Jun-22,15-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,8,15-Jun-22,8:50:37 AM,109.864255,-1.073416667,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Tapak,Baru (dalam 1 minggu)
PK_Juni_0002a,Ground,15-Jun-22,15-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,10,15-Jun-22,8:54:15 AM,109.8643667,-1.073495,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Cukup lama (>1 bulan)
PK_Juni_0002a,Ground,15-Jun-22,15-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,3,15-Jun-22,8:27:16 AM,109.8635817,-1.07395,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Tapak,Cukup baru (1 - 2 minggu)
PK_Juni_0002a,Ground,15-Jun-22,15-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,20,15-Jun-22,10:44:53 AM,109.865545,-1.07342,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Tapak,Baru (dalam 1 minggu)
PK_Juni_0002a,Ground,15-Jun-22,15-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,5,15-Jun-22,8:34:27 AM,109.8636517,-1.073771667,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Sangat lama (>3bulan)
PK_Juni_0002a,Ground,15-Jun-22,15-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,15,15-Jun-22,9:43:38 AM,109.8652917,-1.072993333,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Kotoran,Lama (2 - 4 minggu)
PK_Juni_0002a,Ground,15-Jun-22,15-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,22,15-Jun-22,10:49:59 AM,109.8658017,-1.073266667,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Gesekan badan,Baru (dalam 1 minggu)
PK_Juni_0002a,Ground,15-Jun-22,15-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,9,15-Jun-22,8:51:54 AM,109.864335,-1.073506667,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Kubangan,Cukup baru (1 - 2 minggu)
PK_Juni_0002a,Ground,15-Jun-22,15-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,21,15-Jun-22,10:47:30 AM,109.8659317,-1.073531667,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Suara,Baru (dalam 1 minggu)
PB_Sept_000007,Ground,7-Sep-22,7-Sep-22,Padu Banjar,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samsidar Samsidar,Jalan Kaki,22,7-Sep-22,9:19:28 AM,109.9135133,-1.018793333,12/12/2022 15:57,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Cukup lama (>1 bulan)
PB_Sept_000007,Ground,7-Sep-22,7-Sep-22,Padu Banjar,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samsidar Samsidar,Jalan Kaki,30,7-Sep-22,9:51:12 AM,109.9137983,-1.01813,12/12/2022 15:57,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Lama (2 - 4 minggu)
PB_Sept_000007,Ground,7-Sep-22,7-Sep-22,Padu Banjar,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samsidar Samsidar,Jalan Kaki,37,7-Sep-22,10:19:46 AM,109.9153283,-1.018236667,12/12/2022 15:57,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Lama (2 - 4 minggu)
PB_Sept_000007,Ground,7-Sep-22,7-Sep-22,Padu Banjar,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samsidar Samsidar,Jalan Kaki,32,7-Sep-22,10:02:34 AM,109.914095,-1.018428333,12/12/2022 15:57,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Cukup lama (>1 bulan)
PB_Sept_000007,Ground,7-Sep-22,7-Sep-22,Padu Banjar,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samsidar Samsidar,Jalan Kaki,13,7-Sep-22,8:57:26 AM,109.91275,-1.019758333,12/12/2022 15:57,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Lama (2 - 4 minggu)
PM_April_000005,Ground,21-Apr-22,21-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,6,21-Apr-22,8:34:06 AM,109.8852883,-1.07118,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Baru (dalam 1 minggu)
PM_April_000005,Ground,21-Apr-22,21-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,15,21-Apr-22,1:28:56 PM,109.883055,-1.066498333,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Beruang Madu - Helarctos malayanus,,Diobservasi,Bekas makan,Cukup lama (>1 bulan)
PM_April_000005,Ground,21-Apr-22,21-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,9,21-Apr-22,9:17:13 AM,109.881985,-1.06637,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Sangat lama (>3bulan)
PM_April_000005,Ground,21-Apr-22,21-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,8,21-Apr-22,9:06:41 AM,109.88269,-1.067618333,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Baru (dalam 1 minggu)
PM_April_000005,Ground,21-Apr-22,21-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,14,21-Apr-22,1:25:33 PM,109.8833867,-1.066215,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Baru (dalam 1 minggu)
PK_Juni_0003a,Ground,18-Jun-22,18-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,7,18-Jun-22,9:58:31 AM,109.866155,-1.073196667,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Kubangan,Lama (2 - 4 minggu)
PK_Juni_0003a,Ground,18-Jun-22,18-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,9,18-Jun-22,10:03:42 AM,109.8664817,-1.073276667,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Kubangan,Cukup baru (1 - 2 minggu)
PK_Juni_0003a,Ground,18-Jun-22,18-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,10,18-Jun-22,10:06:45 AM,109.8666283,-1.073318333,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Kubangan,Baru (dalam 1 minggu)
PK_Juni_0003a,Ground,18-Jun-22,18-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,4,18-Jun-22,9:02:47 AM,109.865495,-1.073333333,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Cukup baru (1 - 2 minggu)
PK_Juni_0006a,Ground,21-Jun-22,21-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,9,21-Jun-22,9:42:25 AM,109.8635217,-1.07325,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Tapak,Cukup baru (1 - 2 minggu)
PK_Juni_0006a,Ground,21-Jun-22,21-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,16,21-Jun-22,11:21:15 AM,109.8634017,-1.072146667,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Beruang Madu - Helarctos malayanus,,Diobservasi,Cakaran,Lama (2 - 4 minggu)
PK_Juni_0006a,Ground,21-Jun-22,21-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,17,21-Jun-22,11:29:41 AM,109.863365,-1.073158333,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Cukup lama (>1 bulan)
PK_Juni_0006a,Ground,21-Jun-22,21-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,7,21-Jun-22,9:34:13 AM,109.86384,-1.073558333,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Tapak,Lama (2 - 4 minggu)
PK_Juni_0006a,Ground,21-Jun-22,21-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,4,21-Jun-22,8:51:19 AM,109.8612517,-1.073978333,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Sangat lama (>3bulan)
PK_Juni_0006a,Ground,21-Jun-22,21-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,8,21-Jun-22,9:40:54 AM,109.86369,-1.073346667,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Kubangan,Cukup baru (1 - 2 minggu)
PK_Juni_0001b,Ground,14-Jun-22,14-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,17,14-Jun-22,10:35:03 AM,109.8646667,-1.074613333,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Kubangan,Baru (dalam 1 minggu)
PK_Juni_0001b,Ground,14-Jun-22,14-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,12,14-Jun-22,10:18:42 AM,109.864315,-1.074588333,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Suara,Baru (dalam 1 minggu)
PK_Juni_0001b,Ground,14-Jun-22,14-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,18,14-Jun-22,10:37:37 AM,109.864815,-1.074635,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Tapak,Baru (dalam 1 minggu)
PK_Juni_0001b,Ground,14-Jun-22,14-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,14,14-Jun-22,10:28:36 AM,109.8647117,-1.074213333,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Sangat lama (>3bulan)
PK_Juni_0001b,Ground,14-Jun-22,14-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,8,14-Jun-22,9:38:12 AM,109.8640167,-1.074655,12/12/2022 19:07,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Kubangan,Baru (dalam 1 minggu)
PM_April_000001,Ground,13-Apr-22,13-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,16,13-Apr-22,1:55:46 PM,109.905125,-1.060103333,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Sangat lama (>3bulan)
PM_April_000001,Ground,13-Apr-22,13-Apr-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,4,13-Apr-22,9:40:40 AM,109.9064817,-1.059736667,12/12/2022 15:50,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Sangat lama (>3bulan)
PB_Juni_0001,Ground,13-Jun-22,13-Jun-22,Padu Banjar,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samsidar Samsidar,Jalan Kaki,18,13-Jun-22,10:00:56 AM,109.8558633,-1.02489,1/16/2023 15:00,smart smart,Satwa Liar,Tanda Satwa,Rusa,,Diobservasi,Tempat istirahat,Baru (dalam 1 minggu)
PB_Juni_0001,Ground,13-Jun-22,13-Jun-22,Padu Banjar,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samsidar Samsidar,Jalan Kaki,6,13-Jun-22,9:00:16 AM,109.8529167,-1.024076667,12/12/2022 15:58,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Kotoran,Baru (dalam 1 minggu)
PB_Juni_0001,Ground,13-Jun-22,13-Jun-22,Padu Banjar,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samsidar Samsidar,Jalan Kaki,8,13-Jun-22,9:08:33 AM,109.85306,-1.024626667,12/12/2022 15:58,smart smart,Satwa Liar,Tanda Satwa,Beruang Madu - Helarctos malayanus,,Diobservasi,Kotoran,Baru (dalam 1 minggu)
PK_Juni_0007,Ground,22-Jun-22,22-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,26,22-Jun-22,11:20:10 AM,109.8639117,-1.071493333,12/12/2022 16:10,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Kubangan,Cukup lama (>1 bulan)
PK_Juni_0007,Ground,22-Jun-22,22-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,32,22-Jun-22,11:29:16 AM,109.8643233,-1.071596667,12/12/2022 16:10,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Kubangan,Cukup baru (1 - 2 minggu)
PK_Juni_0007,Ground,22-Jun-22,22-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,3,22-Jun-22,8:35:01 AM,109.8636217,-1.072026667,12/12/2022 16:10,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Kubangan,Lama (2 - 4 minggu)
PK_Juni_0007,Ground,22-Jun-22,22-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,33,22-Jun-22,11:33:02 AM,109.8643633,-1.071676667,12/12/2022 16:10,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Sarang,Lama (2 - 4 minggu)
PK_Juni_0007,Ground,22-Jun-22,22-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,11,22-Jun-22,9:17:20 AM,109.862165,-1.071036667,12/12/2022 16:10,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Kubangan,Lama (2 - 4 minggu)
PK_Juni_0007,Ground,22-Jun-22,22-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,19,22-Jun-22,11:04:06 AM,109.8633583,-1.070776667,12/12/2022 16:10,smart smart,Satwa Liar,Tanda Satwa,Beruang Madu - Helarctos malayanus,,Diobservasi,Cakaran,Cukup lama (>1 bulan)
PK_Juni_0007,Ground,22-Jun-22,22-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,12,22-Jun-22,9:18:44 AM,109.8621183,-1.071171667,12/12/2022 16:10,smart smart,Satwa Liar,Tanda Satwa,Orangutan Kalimantan - Pongo Pygmaeus,,Diobservasi,Kotoran,Lama (2 - 4 minggu)
PK_Juni_0007,Ground,22-Jun-22,22-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,16,22-Jun-22,10:53:48 AM,109.8630833,-1.070968333,12/12/2022 16:10,smart smart,Satwa Liar,Tanda Satwa,Beruang Madu - Helarctos malayanus,,Diobservasi,Kubangan,Cukup baru (1 - 2 minggu)
PK_Juni_0007,Ground,22-Jun-22,22-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,28,22-Jun-22,11:23:27 AM,109.8640567,-1.071636667,12/12/2022 16:10,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Tapak,Lama (2 - 4 minggu)
PK_Juni_0007,Ground,22-Jun-22,22-Jun-22,Pulau Kumbang,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Andri Andri,Jalan Kaki,10,22-Jun-22,9:10:20 AM,109.8640583,-1.070406667,12/12/2022 16:10,smart smart,Satwa Liar,Tanda Satwa,Babi Hutan - Sus scrofa,,Diobservasi,Kubangan,Cukup baru (1 - 2 minggu)
PM_Aug_002,Ground,28-Aug-22,28-Aug-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,10,28-Aug-22,10:49:10 AM,109.90009,-1.055428333,12/12/2022 15:47,smart smart,Satwa Liar,Tanda Satwa,Rangkong,,Diobservasi,Suara,Baru (dalam 1 minggu)
PM_Aug_002,Ground,28-Aug-22,28-Aug-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,8,28-Aug-22,10:14:48 AM,109.9001933,-1.055553333,12/12/2022 15:47,smart smart,Satwa Liar,Tanda Satwa,Burung,,Diobservasi,Suara,Baru (dalam 1 minggu)
PM_Aug_002,Ground,28-Aug-22,28-Aug-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,7,28-Aug-22,10:05:40 AM,109.9000067,-1.055723333,12/12/2022 15:47,smart smart,Satwa Liar,Tanda Satwa,Cililin - Platylophus galericulatus,,Diobservasi,Suara,Baru (dalam 1 minggu)
PM_Aug_002,Ground,28-Aug-22,28-Aug-22,Pemangkat,LPHD,Monitoring kawasan,Patroli Rutin,No,1,Samlia Samlia,Jalan Kaki,3,28-Aug-22,9:30:23 AM,109.9024983,-1.056975,12/12/2022 15:47,smart smart,Satwa Liar,Tanda Satwa,Musang,,Diobservasi,Bekas makan,Baru (dalam 1 minggu)
