Patrol ID,Type,Patrol Start Date,Patrol End Date,Station,Team,Mandate,Armed,Patrol Leg ID,Leader,Patrol Transport Type,Waypoint ID,Waypoint Date,Waypoint Time,X,Y,Last Modified,Last Modified By,Observation Category 0,Observation Category 1,Indikasi penyebab kematian,Jenis kelamin satwa,Jenis satwa,Jumlah,Keutuhan bangkai,Kondisi satwa mati
PJ_Des_2022_00007,Ground,19-Dec-22,19-Dec-22,Penjalaan,LPHD,Patroli Rutin,No,1,Suparjan Suparjan,Jalan Kaki,6,19-Dec-22,9:56:07 AM,110.0492833,-1.132895,12/23/2022 17:55,smart smart,Satwa Liar,Satwa Mati,Perburuan,Tidak tahu,Babi Hutan - Sus scrofa,1,Bagian penting hilang,Tersisa Kerangka
